Country_Name,Country_code,Year,log_gdp_per_capita,annual_inflation,change_in_volume_of_imports,change_in_volume_of_exports,unemployment_rate,gov_revenue_per_GDP,log_gov_expenditure_per_GDP,gov_lending_minus_borrowing_per_GDP,gov_net_debt_per_GDP,exports_minus_imports_per_GDP,log10_share_world_GDP,
Swaziland,SWZ,2021,3.6142526750515374,2.584,-7.755,5.025,9.2,26.497,1.5286467884880892,-5.475,32.382,4.237,-2.058219601709097,
Sweden,SWE,2021,4.711000547821174,1.639,1.946,3.835,6.767,48.749,1.6843605477098162,0.291,3.217,4.202,0.10412528954920278,
Switzerland,CHE,2021,4.916369345008886,0.361,-0.932,0.681,2.306,34.144,1.5141491344754374,1.617,21.34,11.518,0.2153821785721162,
Syrian Arab Republic,SYR,2021,3.299373263414817,2.518,1.566,1.749,9.2,21.68,1.4201373545938254,-1.404,50.255,-4.264,-1.4416439590138743,
Tajikistan,TJK,2021,2.941262412129791,7.793,10.01,10.034,3.7915,27.38,1.4695274791870139,-1.243,28.924500000000002,-2.283,-1.7677330255893118,
Tanzania,TZA,2021,3.0332950565730123,3.449,4.688,8.003,9.2,14.668,1.2144464457183946,-0.033,50.255,-2.286,-0.8525168317407402,
Thailand,THA,2021,3.8924819542047313,0.706,-3.155,-1.047,1,21.024,1.3392526340326996,-0.277,28.924500000000002,7.057,0.0472408335431079,
Timor-Leste,TMP,2021,3.299373263414817,2.518,1.566,1.749,9.2,21.68,1.4201373545938254,-1.404,50.255,-4.264,-1.4416439590138743,
Togo,TGO,2021,2.8294993221661806,0.687,3.986,3.814,9.2,23.351,1.3266839763818792,4.818,50.255,-4.264,-1.8735841226456895,
Tonga,TON,2021,3.7118536075288007,3.286,2.258,-5.681,4.5,41.681,1.5856750037868879,3.851,18.325499999999998,-4.778,-2.9879996441957934,
Trinidad and Tobago,TTO,2021,4.237454004839642,1.001,-11.664,-15.585,7.3835,26.248,1.4762517960070336,-1.267,-1.47,4.846,-1.3126287082569352,
Tunisia,TUN,2021,3.5175376548469326,6.722,-8.566,-5.056,14.889,28.006,1.5037634537094244,-1.088,50.255,-8.465,-1.0738221595997153,
Turkey,TUR,2021,3.9614619110832128,15.177,-4.227,8.241,13.709,29.528,1.54624645261165,-3.862,26.585,1.169,0.13191443470569603,
Turkmenistan,TKM,2021,3.8878242722133782,5.092,-4.928,9.198,3.7915,13.216,1.1323237400409907,-1.883,28.924500000000002,5.077,-0.9561302991239263,
Turks and Caicos Islands,TCA,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
Tuvalu,TUV,2021,3.6343613756603856,2.177,2.258,-1.711,4.5,117.299,2.100022280574847,-10.343,18.325499999999998,12.427,-4.001363605753775,
Uganda,UGA,2021,2.961969430186117,2.87,6.369,2.995,9.2,13.662,1.2713071187849645,-2.876,50.255,-6.488,-1.0672756557415366,
Ukraine,UKR,2021,3.568995639487961,7.886,7.152,6.995,8.5,39.408,1.6175245348862923,0.997,41.657,-2.72,-0.5078561795144003,
United Arab Emirates,ARE,2021,4.593063101505128,-1.931,-2.452,-0.136,9.2,29.794,1.4851107141902908,-0.348,50.255,8.399,-0.11072721651358296,
United Kingdom,GBR,2021,4.627146707938018,1.791,4.627,5.017,3.825,36.403,1.5866660555980092,-0.822,75.401,-4.008,0.7731031759903401,
United States,USA,2021,4.81460394398493,1.812,1.08,-0.118,3.667,29.386,1.553105939463782,-4.139,84.05,-2.241,1.6582672077405964,
Uruguay,URY,2021,4.207115488931677,7.882,-2.336,-4.997,8.925,30.924,1.5305582594516531,-0.552,56.015,0.617,-0.9211130207387817,
Uzbekistan,UZB,2021,3.2409733518400037,14.526,24.881,23.92,3.7915,27.963,1.450572398744597,-0.325,28.924500000000002,-5.573,-0.8811805509228654,
Vanuatu,VUT,2021,3.503273033288787,2.746,2.258,-1.711,4.5,42.826,1.5819610301668772,5.576,18.325499999999998,13.086,-2.722610004800946,
Venezuela RB,VEN,2021,3.3615975281258605,19906.02,-32.644,-28.869,7.3835,11.359,1.3295809157418985,-9.971,43.678,8.368,-1.041636712615495,
Vietnam,VNM,2021,3.53354710217161,2.797,4.776,5.503,2.21,19.543,1.3586390518934643,-1.883,28.924500000000002,3.417,-0.11499745259891836,
West Bank and Gaza,WBG,2021,3.5348139783160537,1.557,1.352,1.749,25.35,22.708,1.4346966189246657,-1.404,50.255,-10.754,-1.4794359202538985,
Yemen Rep.,YEM,2021,2.8531333834619548,10,29.194,30.289,9.2,8.523,1.1411988449047372,-5.074,75.839,-3.933,-1.40257309899066,
Zambia,ZMB,2021,3.1200702524588557,9.8,-25.856,-12.488,9.2,19.724,1.4450902175983549,-1.404,76.471,0.606,-1.3911471889801175,
Zimbabwe,ZWE,2021,3.098467203743791,255.292,1.566,1.749,9.2,14.693,1.2133052061627936,-1.229,50.255,1.112,-1.7796777471120993,
Taiwan,TWN,2021,4.412852999148893,0.539,2.229,1.331,3.8,15.523,1.2380209986759485,-1.883,30.887,10.667,0.15162633200544323,
Afghanistan,AFG,2022,2.6984841914852367,5.443,4.926,-33.428,12.338000000000001,29.868,1.5140294776398815,-2.751,62.741,9.481,-1.3903838175528498,
Albania,ALB,2022,3.690043607040082,1.405,-21.846,-35.342,11.8,24.471,1.5171034850372087,-6.279,75.294,-11.697,-1.501417870140104,
Algeria,DZA,2022,3.5225850629347506,3.5,-2.681,2.027,14.103,28.152,1.5981226897093028,-11.926,53.525,-10.804,-0.5026338722962488,
American Samoa,ASM,2022,3.6110655282554536,1.4915,-11.036000000000001,-13.869,6.908,42.913,1.669540015259445,-6.731,30.3915,-1.574,-2.769532984910447,
Andorra,ADO,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Angola,AGO,2022,3.3056329245815776,21.024,-23.763,1.212,12.338000000000001,17.925,1.3166621476886313,3.95,62.741,-1.303,-0.8495296725707736,
Antigua and Barbuda,ATG,2022,4.151019392303588,0.991,-39.681,-58.966,11.225,17.867,1.477902282073158,-9.321,57.560500000000005,-22.035,-2.490779383957618,
Argentina,ARG,2022,3.9259841602984156,1.812,-12.447,-11.766,10.981,33.027,1.6478131389221036,-8.527,57.560500000000005,0.681,-0.06403694142007746,
Armenia,ARM,2022,3.634953624343494,0.913,-12.291,-20.339,22.273,23.232,1.463235826840991,-3.173,53.5,-8.833,-1.5597099382378,
Aruba,ABW,2022,4.307712061727863,1.222,-14.905,-22.376,13.084,23.571,1.6770500419472805,-18.367,57.560500000000005,-20.778,-2.2697195436988027,
Australia,AUS,2022,4.715045755106508,0.745,-13.929,-9.719,6.908,34.431,1.6483014504735858,-9.198,39.443,1.845,0.4767164959045475,
Austria,AUT,2022,4.686943026589563,1.24,-9.466,-11.989,5.8,48.434,1.7659217573037775,-8.852,61.014,2.444,0.006346013222298079,
Azerbaijan,AZE,2022,3.615409212944303,3,0.502,0.272,6.541,35.975,1.6262068757437231,-5.419,53.5,-3.621,-1.033970791841364,
Bahamas The,BHS,2022,4.477508183452232,1.776,-22.885,-63.848,25.408,16.803,1.358144324512175,-3.281,76.5755,-17.546,-1.5875580512874001,
Bahrain,BHR,2022,4.359410272532341,3.631,-23.704,-11.244,4.897,19.268,1.510437763760357,-8.207,62.741,-7.986,-1.1248115006047004,
Bangladesh,BGD,2022,3.2759950890415146,5.648,-3.341,-12.478,4.7,8.173,1.1752218003430523,-4.842,34.343500000000006,-1.526,-0.13785834401757294,
Barbados,BRB,2022,4.206352749946704,2.906,-11.34,-33.463,14.853,29.179,1.509914557741583,1,132.86,-11.088,-1.9796444405659974,
Belarus,BLR,2022,3.7877352754209035,5.148,-5.971,-6.932,1.403,36.038,1.609903747188542,-2.643,53.5,-3.272,-0.9045107405884316,
Belgium,BEL,2022,4.641610624092433,0.637,-8.918,-8.685,6.136,49.938,1.787403792910151,-9.707,103.809,0.044,0.07294570000864578,
Belize,BLZ,2022,3.5721719874446345,0.803,-33.366,-39.514,25.059,31.283,1.613556425178045,-5.607,57.560500000000005,-15.287,-2.4516136706692517,
Benin,BEN,2022,3.099998133076532,2.5,-5.905,-22.349,12.338000000000001,13.678,1.2410481506716444,-1.892,62.741,-5.454,-1.425411848728698,
Bermuda,BMU,2022,4.624076247179694,1.52,-15.145,-13.04,9.748,28.47,1.673831570744718,-16.688,76.5755,-2.123,0.5643426164680709,
Bhutan,BTN,2022,3.5354675499694803,3.62,4.447,11.987,4.7,27.617,1.5195655008805091,-4.146,34.343500000000006,-21.403,-2.255275377838623,
Bolivia,BOL,2022,3.521389169362545,1.661,-10.685,-2.727,8,27.57,1.5579280590540245,-6.968,59.363,-2.603,-1.0395401078375193,
Bosnia and Herzegovina,BIH,2022,3.760551395463093,-0.776,-6.822,-7.304,19,39.704,1.6582022533870149,-4.959,28.169,-4.438,-1.3543293030801309,
Botswana,BWA,2022,3.816738961548553,1.618,-20.371,-22.881,12.338000000000001,26.845,1.5523274593415508,-12.113,12.258,-2.509,-1.4201326318673388,
Brazil,BRA,2022,3.80959001319337,2.729,-12.066,-0.018,13.371,28.043,1.6515202982342205,-12.014,68.504,0.269,0.4848011410225366,
Brunei Darussalam,BRN,2022,4.363926024795333,0.294,9.202,11.359,6.822,20.075,1.5798864436574342,-17.935,34.343500000000006,-0.033,-1.5979578270197294,
Bulgaria,BGR,2022,3.9923829475450194,1.198,-10.012,-12.114,5.6,36.316,1.5833461596164613,-1.85,8.797,1.89,-0.7856268688574791,
Burkina Faso,BFA,2022,2.885828626670258,2,4.609,-16.162,12.338000000000001,22.076,1.4496326504700745,-4.642,62.741,-3.463,-1.4093924286620458,
Burundi,BDI,2022,2.421067307596896,7.556,13.197,-12.739,12.338000000000001,21.866,1.4967774800390112,-6.638,62.741,-20.735,-2.1774456055963434,
Cambodia,KHM,2022,3.1964304396406398,2.537,-5.539,-20.669,4.7,21.616,1.3805368404887488,-2.051,34.343500000000006,-25.436,-1.216305813179536,
Cameroon,CMR,2022,3.1740947127776398,2.801,-8.891,-8.276,12.338000000000001,13.202,1.2387233753953977,-3.206,42.78,-5.443,-1.031563910845738,
Canada,CAN,2022,4.624076247179694,0.616,-15.145,-13.04,9.748,37.396,1.758306181725307,-19.825,46.37,-1.986,0.5643426164680709,
Cape Verde,CPV,2022,3.52612336903175,1,-16.575,-45.449,8.5,29.187,1.6070044100602836,-8.799,126.983,-15.162,-2.3636785069699773,
Cayman Islands,CYM,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
Central African Republic,CAF,2022,2.681684353523791,2.946,-6.376,-6.424,12.338000000000001,19.715,1.3425608434508318,-1.953,62.741,-5.59,-2.2648512486649057,
Chad,TCD,2022,2.8060761380471733,2.797,5.998,10.623,12.338000000000001,18.672,1.2858047638486316,0.311,62.741,-13.257,-1.593508289496846,
Chile,CHL,2022,4.100794981142721,2.878,-11.709,-3.472,11.441,20.643,1.4675785104027363,-8.074,14.677,-1.574,-0.22550915669909014,
China,CHN,2022,4.024571861263604,2.92,-2.693,0.015,3.8,24.375,1.5594517535656185,-10.915,34.343500000000006,1.302,1.544615967783681,
Colombia,COL,2022,3.7166075946285715,2.44,-14.974,-9.51,17.289,25.974,1.5496284902484667,-6.18,59.203,-3.971,-0.23741733471128237,
Comoros,COM,2022,3.126115165579008,3,1.069,-11.855,12.338000000000001,19.144,1.362614401819402,-3.801,62.741,-2.125,-2.5613759132879665,
Congo Dem.Rep.,ZAR,2022,3.293716034826109,3.631,-8.189,-11.244,12.338000000000001,21.21,1.4503799929599426,-4.536,62.741,-6.799,-1.4406849121075818,
Congo Rep.,COG,2022,3.328018560809645,2.494,-11.824,-10.747,12.338000000000001,22.092,1.3837794723912622,-0.441,62.741,-5.671,-1.6472229302343664,
Costa Rica,CRI,2022,4.065542743977127,0.783,-7.305,-15.597,22,13.111,1.3517383455807592,-4.2,57.560500000000005,-4.454,-0.8959184488695605,
Cote d'Ivoire,CIV,2022,3.3582052444574844,1.2,0.275,-5.032,12.338000000000001,14.36,1.2957869402516093,-3.433,62.741,-3.687,-0.819588055227077,
Croatia,HRV,2022,4.147157952687044,0.275,-31.87,-40.584,9.267,42.543,1.7043307202412834,-6.009,53.5,-3.219,-0.858602061028592,
Cuba,CUB,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
Curacao,CUW,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
Cyprus,CYP,2022,4.418964658245673,-0.626,-3.434,-11.134,8.003,42.164,1.6788824146707357,-3.08,53.5,-10.591,-1.2583721287669691,
Czech Republic,CZE,2022,4.354635997769845,3.315,-9.657,-12.355,3.1,40.609,1.6804352355617473,-6.774,27.347,-0.679,-0.23353213443207824,
Denmark,DNK,2022,4.766701660999968,0.4,-8.077,-9.018,6.2,53.084,1.756423091994279,-4.239,14.826,6.373,-0.11983116465805747,
Djibouti,DJI,2022,3.487750483035843,2.878,-12.941,-22.653,12.338000000000001,21.21,1.3565230023418269,-1.166,40.366,-3.164,-2.1007401948317383,
Dominica,DMA,2022,3.8869822712952584,1.752,-32.469,-52.849,11.225,32.973,1.5600501697347926,-1.461,57.560500000000005,-27.781,-2.9280152989079338,
Dominican Republic,DOM,2022,3.871853035189192,3.319,-7.391,-32.852,16,12.5,1.3071964211494127,-4.604,58.399,-6.038,-0.7534847404302012,
Ecuador,ECU,2022,3.7255457565515018,1.812,-16.343,-9.401,8.074,30.093,1.5912093477316893,-5.839,57.560500000000005,-2.003,-0.6970464490912567,
Egypt Arab Rep.,EGY,2022,3.5515890475389837,5.683,-6.213,-1.607,8.296,19.159,1.4256646196831204,1.424,77.96,-3.203,-0.11342596728625551,
El Salvador,SLV,2022,3.5822099978089517,0.214,-16.919,-30.019,9.39,20.258,1.5260289562034337,-8.798,57.560500000000005,-4.858,-1.2700197054086528,
Equatorial Guinea,GNQ,2022,3.853160180710578,3.029,-22.559,-7.434,12.338000000000001,16.078,1.302893458356505,-2.698,39.171,-9.598,-1.6435845650634142,
Eritrea,ERI,2022,2.767273146874275,4.702,-2.06,-10.274,12.338000000000001,31.348,1.5623880418581055,-3.544,62.741,10.124,-2.3288409958174596,
Estonia,EST,2022,4.361460757216951,0.2,-11.456,-8.817,7.8,33.927,1.6102022094022201,-6.84,9.159,4,-1.1356236094096797,
Ethiopia,ETH,2022,2.9885981932113,20.16,-3.599,-11.256,12.338000000000001,11.456,1.1762359997608713,-3.028,52.619,-4.461,-0.7358550871472763,
Fiji,FJI,2022,3.6405698769554187,-1.3,-11.036000000000001,-13.869,13.351,14.8,1.5314789170422551,-13.675,82.951,-15.3,-2.02313144533453,
Finland,FIN,2022,4.685396673235625,0.722,-7,-9.94,8.418,53.094,1.7776950016050965,-6.768,31.958,-1.827,-0.20705826224781115,
France,FRA,2022,4.593921864969748,0.458,-11.375,-16.779,8.879,52.321,1.7999605274059836,-9.519,110.012,-1.917,0.7767571743460534,
French Polynesia,PYF,2022,3.6110655282554536,1.4915,-11.036000000000001,-13.869,6.908,42.913,1.669540015259445,-6.731,30.3915,-1.574,-2.769532984910447,
Gabon,GAB,2022,3.8564521584620874,3,-6.896,3.983,12.338000000000001,15.446,1.3183346842261365,-2.237,62.741,-9.05,-1.4565147305390613,
Gambia The,GMB,2022,2.872930317267293,6.145,-10.404,-40.888,12.338000000000001,23.61,1.4375761760140902,-0.652,62.741,-8.532,-2.374397470645824,
Georgia,GEO,2022,3.6439725315713605,5.254,-21.557,-39.898,8.0,24.427,1.5125109639183394,-6.62,53.5,-10.833,-1.4283600732439479,
Germany,DEU,2022,4.657687893846896,0.495,-8.444,-11.996,4.267,45.74,1.731701554300969,-7.615,54.114,5.754,0.9496086831596324,
Ghana,GHA,2022,3.340005632918172,10.597,-11.706,-7.096,12.338000000000001,11.841,1.4511260516170772,-10.489,72.268,-3.421,-0.8237306034340925,
Greece,GRC,2022,4.2593152486193295,-0.573,-6.877,-22.484,19.876,48.303,1.7581318834411457,-5.984,53.5,-7.738,-0.33673319350509096,
Greenland,GRL,2022,4.624076247179694,1.52,-15.145,-13.04,9.748,28.47,1.673831570744718,-16.688,76.5755,-2.123,0.5643426164680709,
Grenada,GRD,2022,3.992303384087067,-0.244,-24.577,-53.768,11.225,24.781,1.423393345135083,0.52,57.560500000000005,-25.285,-2.6295092301261596,
Guam,GUM,2022,3.6110655282554536,1.4915,-11.036000000000001,-13.869,6.908,42.913,1.669540015259445,-6.731,30.3915,-1.574,-2.769532984910447,
Guatemala,GTM,2022,3.6273320540558176,2.143,-6,-3,11.225,10.323,1.2007684447831715,-3.768,57.560500000000005,3.849,-0.7823857346728643,
Guinea,GIN,2022,3.0083488895268875,9.1,18.914,-15.787,12.338000000000001,13.594,1.2380712061305597,-3.001,62.741,-20.454,-1.4892320303818278,
Guinea-Bissau,GNB,2022,2.8846532182446567,2.03,-12.589,-35.703,12.338000000000001,16.874,1.4005034516781498,-6.697,62.741,-12.118,-2.482452332321708,
Guyana,GUY,2022,3.9369433005532253,0.964,0.842,76.216,11.225,17.732,1.368863081898295,-5.152,36.981,-21.972,-1.6876975244476426,
Haiti,HTI,2022,2.86455023699238,22.395,-2.641,-29.891,11.225,13.82,1.2942457161381182,-5.56,57.560500000000005,-2.471,-1.788772342896117,
Honduras,HND,2022,3.382456520775228,3.287,-6.683,-21.758,5.713,25.533,1.4567303232232978,-2.462,57.560500000000005,-2.226,-1.2666822318422821,
Hong Kong SARChina,HKG,2022,4.654905179105914,0.3,-13.184,-11.549,5.234,16.754,1.4555604750370954,-13.049,34.343500000000006,4.351,-0.11948686087729915,
Hungary,HUN,2022,4.186755519618749,3.65,-10.7,-14.103,6.1,43.811,1.716754357432697,-6.221,70.408,-1.568,-0.44214586193910965,
Iceland,ISL,2022,4.757312730412383,2.681,-24.601,-31.129,7.2,38.043,1.6820818688352648,-7.771,41.995,0.025,-1.363031958324508,
India,IND,2022,3.2733555118507858,4.948,-17.445,-10.948,4.7,18.08,1.4935556342967793,-7.177,34.343500000000006,0.329,0.7814933371002466,
Indonesia,IDN,2022,3.6062093332280214,2.074,-14.95,-10.609,8,11.807,1.2582061260688273,-4.491,34.968,-1.3,0.3887601698362235,
Iran Islamic Rep.,IRN,2022,3.8607541308259403,30.516,10.894,15.804,12.176,9.379,1.2766455936308763,-8.601,44.017,-0.512,0.12682152321341025,
Iraq,IRQ,2022,3.647199040715562,0.8,-8.189,-11.244,12.338000000000001,30.743,1.6836683015329956,-16.323,62.741,-12.646,-0.39051728107915146,
Ireland,IRL,2022,4.901286640337959,-0.2,-12.1,1,5.629,23.36,1.467696879027591,-4.867,58.644,4.972,-0.017046531891143992,
Isle of Man,IMY,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Israel,ISR,2022,4.618670418443594,-0.549,-8.149,-4.522,5.989,33.609,1.667873034639847,-10.792,73.575,3.546,-0.076081991278917,
Italy,ITA,2022,4.486533903723345,0.13,-19.039,-17.821,11,46.736,1.7761052544530467,-9.443,148.843,3.227,0.6349173268246704,
Jamaica,JAM,2022,3.717737888297282,5.1,-14.905,-36.261,11.225,28.152,1.4939875255486375,3.54,57.560500000000005,-5.213,-1.4968912777756822,
Japan,JPN,2022,4.591597237556258,-0.063,-8.321,-11.587,3.305,33.963,1.6822714638598433,-13.909,177.084,2.923,1.0182718179536268,
Jordan,JOR,2022,3.620536837316199,-0.282,-10.036,-17.811,12.338000000000001,23.759,1.5171298907332043,-4.96,88.282,-6.799,-1.036077436295632,
Kazakhstan,KAZ,2022,3.943587003856899,6.943,-8.954,-6.785,7.779,17.846,1.364006613705671,-5.512,-12.247,-3.313,-0.40901138739155707,
Kenya,KEN,2022,3.317064144287317,5.3,-3.288,-13.375,12.338000000000001,16.738,1.4000714983474967,-4.507,62.741,-4.899,-0.652974857347887,
Kiribati,KIR,2022,3.2144331927092873,1.483,-3.235,-20.813,6.908,97.524,2.044414314267361,-12.995,30.3915,-1.574,-3.3530263803359426,
Korea Dem.Rep.,PRK,2022,3.6035952199493617,3.62,-8.569,-10.948,4.7,18.08,1.427875436313166,-4.842,34.343500000000006,-1.3,-0.5435586272783396,
Korea Rep.,KOR,2022,4.486351547693124,0.5,-6.19,-7.787,4.075,22.884,1.4169565453903425,-3.669,17.966,3.311,0.5372961360956533,
Kosovo,KSV,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Kuwait,KWT,2022,4.347377443540177,1,-11.271,-10.554,12.338000000000001,56.301,1.811528088809081,-22.408,62.741,-6.831,-0.620398848918627,
Kyrgyz Republic,KGZ,2022,3.0598700041066187,8.041,-11.41,-38.965,6.605,31.763,1.591565427164917,-5.93,34.343500000000006,-13.397,-1.7435683132839266,
Lao PDR,LAO,2022,3.409427560504852,6.5,-6.655,-17.228,4.7,11.833,1.2614056270741394,-4.158,34.343500000000006,-8.737,-1.3950163918493474,
Latvia,LVA,2022,4.236288806233893,0.566,-5.931,-4.661,9,38.849,1.646207612206685,-4.52,35.145,2.005,-1.094503018112771,
Lebanon,LBN,2022,3.438504376023832,85.452,-46.538,-48.091,12.338000000000001,12.006,1.4553322153486457,-11.749,167.21,-16.328,-1.4406849121075818,
Lesotho,LSO,2022,2.9657697234780964,4.259,-1.522,-17.271,12.338000000000001,49.955,1.757866512630654,-5.85,-1.424,-13.31,-2.3207733740694265,
Liberia,LBR,2022,2.8153100501240593,11.894,-3.786,3.231,12.338000000000001,28.574,1.5066267801462394,-2.603,58.378,-21.35,-2.197168876550191,
Libya,LBY,2022,3.5161438697315215,22.256,-10.687,-87.94,12.338000000000001,62.049,2.21744709342175,-102.938,62.741,-59.763,-1.0760284038228278,
Liechtenstein,LIE,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Lithuania,LTU,2022,4.298483441485983,1.277,-6.903,-4.556,8.2,33.156,1.6006680206430568,-6.712,42.038,7.218,-0.8838663789695472,
Luxembourg,LUX,2022,5.039819747145925,0.405,-7.521,-7.872,6.47,44.533,1.7119252736328792,-7.166,-4.839,3.773,-0.775889019824604,
Macao SAR China,MAC,2022,4.5884868394603915,1.7,-8.569,-10.948,2.325,31.635,1.4811988965515552,-4.842,34.343500000000006,-23.501,-1.0692272102332787,
Macedonia FYR,MKD,2022,3.7795084691709127,0.879,-11.603,-13.834,20.248,27.447,1.5461723683169426,-6.473,49.505,-4.711,-1.5183564450373332,
Madagascar,MDG,2022,2.7116840912084834,4.3,-15.822,-31.604,12.338000000000001,12.493,1.2555860490185575,-4.536,62.741,-4.165,-1.4694524856440232,
Malawi,MWI,2022,2.601078463217893,9.308,13.315,-8.928,12.338000000000001,21.702,1.489846026166334,-4.65,62.741,-19.197,-1.7623544002833236,
Malaysia,MYS,2022,4.008279015752022,-1.126,-8.569,-11.071,4.9,20.252,1.427875436313166,-3.993,34.343500000000006,0.938,-0.09303173703412872,
Maldives,MDV,2022,4.09567033238347,0.371,-35.073,-51.852,4.7,16.786,1.5878568275566716,-20.316,34.343500000000006,-31.819,-1.9182043335636336,
Mali,MLI,2022,2.9538674065939117,0.499,-3.099,-16.837,12.338000000000001,20.274,1.4228195645232777,-5.013,31.316,-1.99,-1.3676177129509253,
Malta,MLT,2022,4.454366873137414,0.824,-5.076,-6.735,4.2,37.415,1.6703386411274421,-7.969,53.5,7.643,-1.4621107250458107,
Marshall Islands,MHL,2022,3.609660562068443,0.9,-11.036000000000001,-7.787,6.908,76.189,1.9015727377424245,-3.26,30.3915,1.58,-3.325236871548634,
Mauritania,MRT,2022,3.253083461322393,3.851,-1.881,-0.17,12.338000000000001,17.878,1.3253925000172635,-2.005,64.545,-15.332,-1.8106013183306906,
Mauritius,MUS,2022,3.9518570011538388,2.55,-12.647,-35.788,21,20.537,1.5079637575445792,-8.804,62.741,-13.256,-1.580168535429292,
Mexico,MEX,2022,3.906825097692234,3.396,-15.299,-10.106,5.238,24.439,1.4805674250016936,-1.956,56.722,1.247,0.3499959310834622,
Micronesia Fed.Sts.,FSM,2022,3.58599509046135,-0.849,-11.036000000000001,-13.869,6.908,69.473,1.8523884893737297,-1.481,30.3915,1.584,-3.0847701416933972,
Moldova,MDA,2022,3.630196935771346,2.778,-1.713,-5.708,8,29.864,1.5782494305584194,-7.001,53.5,-8.265,-1.6165421258450834,
Monaco,MCO,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Mongolia,MNG,2022,3.6009652764184756,5,-9.225,-12.506,12,26.931,1.5844216929611092,-8.463,34.343500000000006,-12.274,-1.5257539164532534,
Montenegro,MNE,2022,3.8994609941281286,-0.071,-35.721,-45.476,8.0,39.595,1.6992739041208313,-7.707,53.5,-14.156,-1.9255059552587157,
Morocco,MAR,2022,3.4943466433392,0.2,-13.835,-42.965,12.5,27.518,1.547885417913373,-5.143,76.597,-7.277,-0.5941244873120566,
Mozambique,MOZ,2022,2.658024759358669,3.631,42.027,-24.38,12.338000000000001,24.592,1.5004148777562674,-3.762,62.741,-60.022,-1.5304781341491402,
Myanmar,MMR,2022,3.124683513621086,6.113,-10.144,-10.158,4.7,15.046,1.3234996084317505,-4.444,34.343500000000006,-3.506,-0.7825348733798746,
Namibia,NAM,2022,3.607661934004055,2.329,-13.048,-17.176,12.338000000000001,32.298,1.6217888489508414,-5.415,63.193,-4.385,-1.6039850887189422,
Nepal,NPL,2022,3.047492933623129,6.382,-8.569,-10.948,4.7,20.321,1.4510030786273613,-7.154,34.343500000000006,-2.517,-1.1375530354118863,
Netherlands,NLD,2022,4.710029058055614,1.176,-9,-9.76,5.5,39.782,1.6860908247574418,-8.247,48.132,7.557,0.3130584422251024,
New Caledonia,NCL,2022,3.6110655282554536,1.4915,-11.036000000000001,-13.869,6.908,42.913,1.669540015259445,-6.731,30.3915,-1.574,-2.769532984910447,
New Zealand,NZL,2022,4.587433915743332,1.712,-11.819,-13.869,6.027,37.476,1.669540015259445,-8.61,21.34,-2.034,-0.3628146990241185,
Nicaragua,NIC,2022,3.2630439833131657,4.374,-5.637,-19.001,10.601,25.984,1.4808115115009646,-3.02,57.560500000000005,0.515,-1.6174204469022575,
Niger,NER,2022,2.729027835698997,4.4,10.591,-22.553,12.338000000000001,19.037,1.377670439334323,-3.772,44.578,-16.823,-1.4942083894813676,
Nigeria,NGA,2022,3.3322182268819205,12.88,-12.822,1.985,12.338000000000001,5.915,1.102262149494273,-4.71,31.489,-3.65,0.01633662072524463,
Northern Mariana Islands,MNP,2022,3.6110655282554536,1.4915,-11.036000000000001,-13.869,6.908,42.913,1.669540015259445,-6.731,30.3915,-1.574,-2.769532984910447,
Norway,NOR,2022,4.832436034532411,1.4,-11.516,-2.971,4.5,53.535,1.7428821714372729,-3.84,-111.273,2.777,-0.0709815026028536,
Oman,OMN,2022,4.159066744531113,1,-16.202,-11.183,12.338000000000001,30.663,1.693463127219531,-16.535,66.192,-14.567,-0.8488879835036592,
Pakistan,PAK,2022,3.6035952199493617,10.741,-12.01,-2.476,4.5,15.113,1.3640629607030779,-1.732,79.669,-1.129,-0.5435586272783396,
Palau,PLW,2022,4.153287905573174,1.4915,-13.695,-43.937,6.908,42.913,1.6927500070594215,-6.731,30.3915,-32.722,-3.2924117301907843,
